frame,timestamp,t_sim_s,scenario_id,environment,speed_kmph,snr_db,doppler_hz,carrier_frequency_hz,bandwidth_hz,channel_profile,delay_spread_taps,num_paths,modulation,doppler_scale,detector,waveform,strategy,mode,policy,scenario_seed,payload_seed,channel_seed,noise_seed,payload_sum,chan_checksum,frequency_offset_hz,phase_offset_rad,timing_offset_samples,predicted_waveform,confidence,confidence_band,predicted_OTFS_BER,predicted_ODDM_BER,predicted_OTFS_ACS,predicted_ODDM_ACS,predicted_OTFS_throughput,predicted_ODDM_throughput,predicted_OTFS_CQI,predicted_ODDM_CQI,uncertainty_ACS_OTFS,uncertainty_ACS_ODDM,selected_waveform,previous_waveform,switched,switch_reason,ai_error,fallback_used,fallback_reason,BER,SER,PER,throughput_bps,spectral_efficiency,CQI,wall_clock_ms,detector_time_ms,latency_ms_modeled,packet_loss,recovery_rate,ACS,tp_cap_bps,se_cap,actual_BER_OTFS,actual_ACS_OTFS,actual_BER_ODDM,actual_ACS_ODDM,actual_TP_OTFS,actual_TP_ODDM,oracle_waveform,oracle_BER,oracle_ACS,ACS_regret,BER_regret,relative_BER_regret,decision_correct,error_flag,error_message,master_seed,policy_version,experiment_id,modulation_label
13,2026-08-25 17:03:04,12,H,Pedestrian,9.0,4.0,16.6782047599076,4000000000,480000,EPA,0,7,4,0.5,LMMSE,ODDM,fixed_oddm,FULL,phase3,20260823,20260836,202608243,100013,932,1.64884922620008,0,0,0,,,,,,,,,,,,,,,OTFS,0,,,0,,0.136458333333333,0.25,1,0.0,0.0,5,88.1031,80.6692,,1,0,0.152849754391299,898245.614035088,2,0.140625,0.180485738038003,0.136458333333333,0.152849754391299,0,0.0,OTFS,0.136458333333333,0.180485738038003,0.027635983646704,0.0,0.0,,0,,20260823.0,phase3,H_fixed_oddm_20260823.0,QPSK
14,2026-08-25 17:03:07,13,H,Pedestrian,9.0,4.0,16.6782047599076,4000000000,480000,EPA,0,7,4,0.5,LMMSE,ODDM,fixed_oddm,FULL,phase3,20260823,20260837,202608244,100014,924,1.29615378881789,0,0,0,,,,,,,,,,,,,,,OTFS,0,,,0,,0.11875,0.220833333333333,1,0.0,0.0,5,104.8146,92.9026,,1,0,0.151401040719467,898245.614035088,2,0.109895833333333,0.179081692038008,0.11875,0.151401040719467,0,0.0,OTFS,0.109895833333333,0.179081692038008,0.0276806513185413,0.0088541666666666,0.0805687203791469,,0,,20260823.0,phase3,H_fixed_oddm_20260823.0,QPSK
15,2026-08-25 17:03:10,14,H,Pedestrian,9.0,4.0,16.6782047599076,4000000000,480000,EPA,0,7,4,0.5,LMMSE,ODDM,fixed_oddm,FULL,phase3,20260823,20260838,202608245,100015,975,1.97926882345334,0,0,0,,,,,,,,,,,,,,,OTFS,0,,,0,,0.101041666666667,0.192708333333333,1,0.0,0.0,5,95.8724,86.8839,,1,0,0.15624319711183,898245.614035088,2,0.0984375,0.177947849289601,0.101041666666667,0.15624319711183,0,0.0,OTFS,0.0984375,0.177947849289601,0.0217046521777712,0.0026041666666666,0.0264550264550265,,0,,20260823.0,phase3,H_fixed_oddm_20260823.0,QPSK
16,2026-08-25 17:03:13,15,H,Pedestrian,9.0,4.0,16.6782047599076,4000000000,480000,EPA,0,7,4,0.5,LMMSE,ODDM,fixed_oddm,FULL,phase3,20260823,20260839,202608246,100016,957,2.09759885270974,0,0,0,,,,,,,,,,,,,,,OTFS,0,,,0,,0.0333333333333333,0.0666666666666667,1,0.0,0.0,8,108.6112,99.0061,,1,0,0.202501950513369,898245.614035088,2,0.0302083333333333,0.232324742172498,0.0333333333333333,0.202501950513369,0,0.0,OTFS,0.0302083333333333,0.232324742172498,0.0298227916591295,0.003125,0.103448275862069,,0,,20260823.0,phase3,H_fixed_oddm_20260823.0,QPSK
17,2026-08-25 17:03:16,16,H,Pedestrian,9.0,4.0,16.6782047599076,4000000000,480000,EPA,0,7,4,0.5,LMMSE,ODDM,fixed_oddm,FULL,phase3,20260823,20260840,202608247,100017,954,1.81133429703567,0,0,0,,,,,,,,,,,,,,,OTFS,0,,,0,,0.21875,0.388541666666667,1,0.0,0.0,4,89.4623,80.3937,,1,0,0.134402345987642,898245.614035088,2,0.2140625,0.155214723007109,0.21875,0.134402345987642,0,0.0,OTFS,0.2140625,0.155214723007109,0.0208123770194661,0.0046875,0.0218978102189782,,0,,20260823.0,phase3,H_fixed_oddm_20260823.0,QPSK
18,2026-08-25 17:03:19,17,H,Pedestrian,9.0,4.0,16.6782047599076,4000000000,480000,EPA,0,7,4,0.5,LMMSE,ODDM,fixed_oddm,FULL,phase3,20260823,20260841,202608248,100018,969,1.68667317500678,0,0,0,,,,,,,,,,,,,,,OTFS,0,,,0,,0.0927083333333333,0.173958333333333,1,0.0,0.0,6,102.6018,90.6679,,1,0,0.166586952161686,898245.614035088,2,0.0890625,0.197986125286874,0.0927083333333333,0.166586952161686,0,0.0,OTFS,0.0890625,0.197986125286874,0.031399173125188,0.0036458333333333,0.0409356725146199,,0,,20260823.0,phase3,H_fixed_oddm_20260823.0,QPSK
19,2026-08-25 17:03:23,0,H,Highway,90.0,8.0,667.128190396304,4000000000,480000,EVA,1,9,4,2.0,LMMSE,ODDM,fixed_oddm,FULL,phase3,20260823,20260842,202608249,100019,943,2.31436433230711,0,0,0,,,,,,,,,,,,,,,OTFS,0,,,0,,0.0171875,0.0322916666666667,1,0.0,0.0,9,105.404,84.8564,,1,0,0.228956739740361,898245.614035088,2,0.003125,0.3164888986714,0.0171875,0.228956739740361,0,0.0,OTFS,0.003125,0.3164888986714,0.087532158931039,0.0140625,4.5,,0,,20260823.0,phase3,H_fixed_oddm_20260823.0,QPSK
20,2026-08-25 17:03:26,1,H,Highway,90.0,8.0,667.128190396304,4000000000,480000,EVA,1,9,4,2.0,LMMSE,ODDM,fixed_oddm,FULL,phase3,20260823,20260843,202608250,100020,966,3.19301398918425,0,0,0,,,,,,,,,,,,,,,OTFS,0,,,0,,0.0,0.0,0,898245.614035088,1.87134502923977,15,96.2547,80.7068,,0,1,0.960362783055205,898245.614035088,2,0.0,0.977959705850452,0.0,0.960362783055205,900000,898245.614035088,OTFS,0.0,0.977959705850452,0.0175969227952475,0.0,,,0,,20260823.0,phase3,H_fixed_oddm_20260823.0,QPSK
21,2026-08-25 17:03:29,2,H,Highway,90.0,8.0,667.128190396304,4000000000,480000,EVA,1,9,4,2.0,LMMSE,ODDM,fixed_oddm,FULL,phase3,20260823,20260844,202608251,100021,988,1.30845158638384,0,0,0,,,,,,,,,,,,,,,OTFS,0,,,0,,0.0369791666666667,0.0739583333333333,1,0.0,0.0,8,99.477,81.8041,,1,0,0.206098514734691,898245.614035088,2,0.0458333333333333,0.210365320588333,0.0369791666666667,0.206098514734691,0,0.0,OTFS,0.0369791666666667,0.210365320588333,0.0042668058536424,0.0,0.0,,0,,20260823.0,phase3,H_fixed_oddm_20260823.0,QPSK
22,2026-08-25 17:03:32,3,H,Highway,90.0,8.0,667.128190396304,4000000000,480000,EVA,1,9,4,2.0,LMMSE,ODDM,fixed_oddm,FULL,phase3,20260823,20260845,202608252,100022,952,2.51580701070144,0,0,0,,,,,,,,,,,,,,,OTFS,0,,,0,,0.0942708333333333,0.179166666666667,1,0.0,0.0,5,108.6613,89.2106,,1,0,0.156749261565184,898245.614035088,2,0.136979166666667,0.172553277605275,0.0942708333333333,0.156749261565184,0,0.0,OTFS,0.0942708333333333,0.172553277605275,0.0158040160400912,0.0,0.0,,0,,20260823.0,phase3,H_fixed_oddm_20260823.0,QPSK
23,2026-08-25 17:03:35,4,H,Highway,90.0,8.0,667.128190396304,4000000000,480000,EVA,1,9,4,2.0,LMMSE,ODDM,fixed_oddm,FULL,phase3,20260823,20260846,202608253,100023,958,2.66360529894389,0,0,0,,,,,,,,,,,,,,,OTFS,0,,,0,,0.0265625,0.0510416666666667,1,0.0,0.0,8,118.0437,101.2472,,1,0,0.205931470858481,898245.614035088,2,0.0302083333333333,0.232370097539713,0.0265625,0.205931470858481,0,0.0,OTFS,0.0265625,0.232370097539713,0.0264386266812317,0.0,0.0,,0,,20260823.0,phase3,H_fixed_oddm_20260823.0,QPSK
24,2026-08-25 17:03:38,5,H,Highway,90.0,8.0,667.128190396304,4000000000,480000,EVA,1,9,4,2.0,LMMSE,ODDM,fixed_oddm,FULL,phase3,20260823,20260847,202608254,100024,961,1.68004305438891,0,0,0,,,,,,,,,,,,,,,OTFS,0,,,0,,0.0932291666666667,0.180208333333333,1,0.0,0.0,5,113.8221,92.0161,,1,0,0.156058624493704,898245.614035088,2,0.100520833333333,0.173433663240429,0.0932291666666667,0.156058624493704,0,0.0,OTFS,0.0932291666666667,0.173433663240429,0.0173750387467258,0.0,0.0,,0,,20260823.0,phase3,H_fixed_oddm_20260823.0,QPSK
25,2026-08-25 17:03:41,6,H,Highway,130.0,5.0,963.629608350217,4000000000,480000,EVA,1,9,4,2.0,LMMSE,ODDM,fixed_oddm,FULL,phase3,20260823,20260848,202608255,100025,965,2.61523557842617,0,0,0,,,,,,,,,,,,,,,OTFS,0,,,0,,0.0369791666666667,0.071875,1,0.0,0.0,8,97.5534,82.1185,,1,0,0.205994168715626,898245.614035088,2,0.034375,0.224166248308856,0.0369791666666667,0.205994168715626,0,0.0,OTFS,0.034375,0.224166248308856,0.01817207959323,0.0026041666666666,0.0757575757575757,,0,,20260823.0,phase3,H_fixed_oddm_20260823.0,QPSK
26,2026-08-25 17:03:44,7,H,Highway,130.0,5.0,963.629608350217,4000000000,480000,EVA,1,9,4,2.0,LMMSE,ODDM,fixed_oddm,FULL,phase3,20260823,20260849,202608256,100026,947,2.93984204540019,0,0,0,,,,,,,,,,,,,,,OTFS,0,,,0,,0.0088541666666666,0.0177083333333333,1,0.0,0.0,11,106.7912,88.3372,,1,0,0.259830661858285,898245.614035088,2,0.0114583333333333,0.268846743245656,0.0088541666666666,0.259830661858285,0,0.0,OTFS,0.0088541666666666,0.268846743245656,0.0090160813873712,0.0,0.0,,0,,20260823.0,phase3,H_fixed_oddm_20260823.0,QPSK
27,2026-08-25 17:03:47,8,H,Highway,130.0,5.0,963.629608350217,4000000000,480000,EVA,1,9,4,2.0,LMMSE,ODDM,fixed_oddm,FULL,phase3,20260823,20260850,202608257,100027,943,2.45463473298808,0,0,0,,,,,,,,,,,,,,,OTFS,0,,,0,,0.04375,0.0833333333333333,1,0.0,0.0,7,100.3017,85.9873,,1,0,0.191680954612973,898245.614035088,2,0.0739583333333333,0.196365966665379,0.04375,0.191680954612973,0,0.0,OTFS,0.04375,0.196365966665379,0.0046850120524057,0.0,0.0,,0,,20260823.0,phase3,H_fixed_oddm_20260823.0,QPSK
28,2026-08-25 17:03:50,9,H,Highway,130.0,5.0,963.629608350217,4000000000,480000,EVA,1,9,4,2.0,LMMSE,ODDM,fixed_oddm,FULL,phase3,20260823,20260851,202608258,100028,949,2.32971290072041,0,0,0,,,,,,,,,,,,,,,OTFS,0,,,0,,0.1515625,0.275,1,0.0,0.0,4,101.3494,82.8883,,1,0,0.14021292836407,898245.614035088,2,0.160416666666667,0.156417489971812,0.1515625,0.14021292836407,0,0.0,OTFS,0.1515625,0.156417489971812,0.0162045616077423,0.0,0.0,,0,,20260823.0,phase3,H_fixed_oddm_20260823.0,QPSK
29,2026-08-25 17:03:53,10,H,Highway,130.0,5.0,963.629608350217,4000000000,480000,EVA,1,9,4,2.0,LMMSE,ODDM,fixed_oddm,FULL,phase3,20260823,20260852,202608259,100029,988,1.93962409349556,0,0,0,,,,,,,,,,,,,,,OTFS,0,,,0,,0.192708333333333,0.348958333333333,1,0.0,0.0,4,111.2817,91.3929,,1,0,0.133116094529572,898245.614035088,2,0.2546875,0.145586227372841,0.192708333333333,0.133116094529572,0,0.0,OTFS,0.192708333333333,0.145586227372841,0.0124701328432689,0.0,0.0,,0,,20260823.0,phase3,H_fixed_oddm_20260823.0,QPSK
30,2026-08-25 17:03:56,11,H,Highway,130.0,5.0,963.629608350217,4000000000,480000,EVA,1,9,4,2.0,LMMSE,ODDM,fixed_oddm,FULL,phase3,20260823,20260853,202608260,100030,982,1.98721730126595,0,0,0,,,,,,,,,,,,,,,OTFS,0,,,0,,0.122395833333333,0.23125,1,0.0,0.0,5,102.9978,88.3689,,1,0,0.152294682680843,898245.614035088,2,0.1890625,0.157055925234286,0.122395833333333,0.152294682680843,0,0.0,OTFS,0.122395833333333,0.157055925234286,0.004761242553443,0.0,0.0,,0,,20260823.0,phase3,H_fixed_oddm_20260823.0,QPSK
1,2026-08-25 17:02:27,0,H,Pedestrian,3.0,16.0,5.55940158663587,4000000000,480000,EPA,0,7,4,0.5,MRC,OTFS,ai_adaptive,FULL,phase3,20260823,20260824,202608231,100001,953,2.09431338736205,0,0,0,OTFS,0.0520356746006059,,0.001068673331553,0.0017890732755805,0.68706773840058,0.651315705136593,630102.734549237,613733.220967597,13.0166666666666,13.1744444444444,,,OTFS,OTFS,0,keep OTFS: already best by ACS,,0,,0.0,0.0,0,900000.0,1.875,15,64.1167,50.5362,,0,1,0.971421561458931,900000.0,2,0.0,0.971421561458931,0.0,0.960083827876339,900000,898245.614035088,OTFS,0.0,0.971421561458931,0.0,0.0,,1.0,0,,20260823.0,phase3,H_ai_adaptive_20260823.0,QPSK
2,2026-08-25 17:02:30,1,H,Pedestrian,3.0,16.0,5.55940158663587,4000000000,480000,EPA,0,7,4,0.5,MRC,OTFS,ai_adaptive,FULL,phase3,20260823,20260825,202608232,100002,953,1.80799712628213,0,0,0,OTFS,0.0520356746006059,,0.001068673331553,0.0017890732755805,0.68706773840058,0.651315705136594,630102.734549237,613733.220967597,13.0166666666666,13.1744444444444,,,OTFS,OTFS,0,keep OTFS: already best by ACS,,0,,0.0,0.0,0,900000.0,1.875,15,34.6753,30.2327,,0,1,0.979720712505268,900000.0,2,0.0,0.979720712505268,0.0,0.956766675386203,900000,898245.614035088,OTFS,0.0,0.979720712505268,0.0,0.0,,1.0,0,,20260823.0,phase3,H_ai_adaptive_20260823.0,QPSK
3,2026-08-25 17:02:33,2,H,Pedestrian,3.0,16.0,5.55940158663587,4000000000,480000,EPA,0,7,4,0.5,MRC,OTFS,ai_adaptive,FULL,phase3,20260823,20260826,202608233,100003,959,1.67246251578462,0,0,0,OTFS,0.0520356746006057,,0.001068673331553,0.0017890732755805,0.68706773840058,0.651315705136594,630102.734549237,613733.220967597,13.0166666666666,13.1744444444444,,,OTFS,OTFS,0,keep OTFS: already best by ACS,,0,,0.0,0.0,0,900000.0,1.875,15,39.3719,33.9951,,0,1,0.97811854866376,900000.0,2,0.0,0.97811854866376,0.0,0.956669707137193,900000,898245.614035088,OTFS,0.0,0.97811854866376,0.0,0.0,,1.0,0,,20260823.0,phase3,H_ai_adaptive_20260823.0,QPSK
4,2026-08-25 17:02:36,3,H,Pedestrian,3.0,16.0,5.55940158663587,4000000000,480000,EPA,0,7,4,0.5,MRC,OTFS,ai_adaptive,FULL,phase3,20260823,20260827,202608234,100004,924,1.93692383459619,0,0,0,OTFS,0.052035674600606,,0.001068673331553,0.0017890732755805,0.68706773840058,0.651315705136594,630102.734549236,613733.220967597,13.0166666666666,13.1744444444444,,,OTFS,OTFS,0,keep OTFS: already best by ACS,,0,,0.0,0.0,0,900000.0,1.875,15,32.338,28.6703,,0,1,0.980394945837871,900000.0,2,0.0,0.980394945837871,0.0,0.962423858681005,900000,898245.614035088,OTFS,0.0,0.980394945837871,0.0,0.0,,1.0,0,,20260823.0,phase3,H_ai_adaptive_20260823.0,QPSK
5,2026-08-25 17:02:39,4,H,Pedestrian,3.0,16.0,5.55940158663587,4000000000,480000,EPA,0,7,4,0.5,MRC,OTFS,ai_adaptive,FULL,phase3,20260823,20260828,202608235,100005,914,1.30185011395272,0,0,0,OTFS,0.0520356746006057,,0.001068673331553,0.0017890732755805,0.68706773840058,0.651315705136594,630102.734549236,613733.220967597,13.0166666666666,13.1744444444444,,,OTFS,OTFS,0,keep OTFS: already best by ACS,,0,,0.0510416666666667,0.0989583333333333,1,0.0,0.0,7,39.4844,33.4757,,1,0,0.208424403247882,900000.0,2,0.0510416666666667,0.208424403247882,0.0541666666666667,0.190936247772044,0,0.0,OTFS,0.0510416666666667,0.208424403247882,0.0,0.0,0.0,1.0,0,,20260823.0,phase3,H_ai_adaptive_20260823.0,QPSK
6,2026-08-25 17:02:42,5,H,Pedestrian,3.0,16.0,5.55940158663587,4000000000,480000,EPA,0,7,4,0.5,MRC,OTFS,ai_adaptive,FULL,phase3,20260823,20260829,202608236,100006,985,2.5848107690101,0,0,0,OTFS,0.0520356746006057,,0.001068673331553,0.0017890732755805,0.68706773840058,0.651315705136594,630102.734549237,613733.220967597,13.0166666666666,13.1744444444444,,,OTFS,OTFS,0,keep OTFS: already best by ACS,,0,,0.0,0.0,0,900000.0,1.875,15,36.8297,32.4304,,0,1,0.978781194730094,900000.0,2,0.0,0.978781194730094,0.0,0.95962049823084,900000,898245.614035088,OTFS,0.0,0.978781194730094,0.0,0.0,,1.0,0,,20260823.0,phase3,H_ai_adaptive_20260823.0,QPSK
7,2026-08-25 17:02:45,6,H,Pedestrian,6.0,9.0,11.1188031732717,4000000000,480000,EPA,0,7,4,0.5,MRC,OTFS,ai_adaptive,FULL,phase3,20260823,20260830,202608237,100007,962,2.16951690322086,0,0,0,OTFS,0.0355985988662529,,0.0289946607281385,0.0260503091232327,0.440038877049382,0.424374109579745,302820.957917893,308294.842564595,11.9344444444444,11.9966666666666,,,OTFS,OTFS,0,keep OTFS: already best by ACS,,0,,0.154166666666667,0.283333333333333,1,0.0,0.0,4,20.5317,17.3099,,1,0,0.165542745071722,900000.0,2,0.154166666666667,0.165542745071722,0.154166666666667,0.138626737233596,0,0.0,OTFS,0.154166666666667,0.165542745071722,0.0,0.0,0.0,1.0,0,,20260823.0,phase3,H_ai_adaptive_20260823.0,QPSK
8,2026-08-25 17:02:48,7,H,Pedestrian,6.0,9.0,11.1188031732717,4000000000,480000,EPA,0,7,4,0.5,MRC,OTFS,ai_adaptive,FULL,phase3,20260823,20260831,202608238,100008,976,1.85631535012577,0,0,0,OTFS,0.0355985988662529,,0.0289946607281385,0.0260503091232327,0.440038877049382,0.424374109579745,302820.957917893,308294.842564595,11.9344444444444,11.9966666666666,,,OTFS,OTFS,0,keep OTFS: already best by ACS,,0,,0.0354166666666667,0.0697916666666667,1,0.0,0.0,8,26.7993,23.5654,,1,0,0.229334660866359,900000.0,2,0.0354166666666667,0.229334660866359,0.0364583333333333,0.208504943509734,0,0.0,OTFS,0.0354166666666667,0.229334660866359,0.0,0.0,0.0,1.0,0,,20260823.0,phase3,H_ai_adaptive_20260823.0,QPSK
9,2026-08-25 17:02:51,8,H,Pedestrian,6.0,9.0,11.1188031732717,4000000000,480000,EPA,0,7,4,0.5,MRC,OTFS,ai_adaptive,FULL,phase3,20260823,20260832,202608239,100009,945,2.51162853739687,0,0,0,OTFS,0.0355985988662532,,0.0289946607281385,0.0260503091232328,0.440038877049383,0.424374109579745,302820.957917893,308294.842564595,11.9344444444444,11.9966666666666,,,OTFS,OTFS,0,keep OTFS: already best by ACS,,0,,0.0119791666666667,0.0239583333333333,1,0.0,0.0,10,34.1513,29.8443,,1,0,0.266203387875952,900000.0,2,0.0119791666666667,0.266203387875952,0.0130208333333333,0.243826565640454,0,0.0,OTFS,0.0119791666666667,0.266203387875952,0.0,0.0,0.0,1.0,0,,20260823.0,phase3,H_ai_adaptive_20260823.0,QPSK
10,2026-08-25 17:02:54,9,H,Pedestrian,6.0,9.0,11.1188031732717,4000000000,480000,EPA,0,7,4,0.5,MRC,OTFS,ai_adaptive,FULL,phase3,20260823,20260833,202608240,100010,985,2.69793335356844,0,0,0,OTFS,0.0355985988662528,,0.0289946607281385,0.0260503091232328,0.440038877049382,0.424374109579745,302820.957917893,308294.842564595,11.9344444444444,11.9966666666666,,,OTFS,OTFS,0,keep OTFS: already best by ACS,,0,,0.028125,0.0552083333333333,1,0.0,0.0,8,36.3417,30.928,,1,0,0.230293498781678,900000.0,2,0.028125,0.230293498781678,0.0276041666666667,0.213028069317243,0,0.0,OTFS,0.0276041666666667,0.230293498781678,0.0,0.0005208333333333,0.0188679245283019,1.0,0,,20260823.0,phase3,H_ai_adaptive_20260823.0,QPSK
11,2026-08-25 17:02:57,10,H,Pedestrian,6.0,9.0,11.1188031732717,4000000000,480000,EPA,0,7,4,0.5,MRC,OTFS,ai_adaptive,FULL,phase3,20260823,20260834,202608241,100011,990,1.19318201286012,0,0,0,OTFS,0.0355985988662528,,0.0289946607281385,0.0260503091232328,0.440038877049382,0.424374109579745,302820.957917893,308294.842564595,11.9344444444444,11.9966666666666,,,OTFS,OTFS,0,keep OTFS: already best by ACS,,0,,0.034375,0.0677083333333333,1,0.0,0.0,8,34.051,30.9189,,1,0,0.226666139640858,900000.0,2,0.034375,0.226666139640858,0.0255208333333333,0.204278038011963,0,0.0,OTFS,0.0255208333333333,0.226666139640858,0.0,0.0088541666666666,0.346938775510204,1.0,0,,20260823.0,phase3,H_ai_adaptive_20260823.0,QPSK
12,2026-08-25 17:03:01,11,H,Pedestrian,6.0,9.0,11.1188031732717,4000000000,480000,EPA,0,7,4,0.5,MRC,OTFS,ai_adaptive,FULL,phase3,20260823,20260835,202608242,100012,948,2.17020581519822,0,0,0,OTFS,0.0355985988662528,,0.0289946607281385,0.0260503091232328,0.440038877049382,0.424374109579745,302820.957917893,308294.842564595,11.9344444444444,11.9966666666666,,,OTFS,OTFS,0,keep OTFS: already best by ACS,,0,,0.0005208333333333,0.0010416666666666,1,0.0,0.0,15,27.1787,22.0372,,1,0,0.376370970426902,900000.0,2,0.0005208333333333,0.376370970426902,0.0005208333333333,0.353104402760099,0,0.0,OTFS,0.0005208333333333,0.376370970426902,0.0,0.0,0.0,1.0,0,,20260823.0,phase3,H_ai_adaptive_20260823.0,QPSK
13,2026-08-25 17:03:04,12,H,Pedestrian,9.0,4.0,16.6782047599076,4000000000,480000,EPA,0,7,4,0.5,MRC,OTFS,ai_adaptive,FULL,phase3,20260823,20260836,202608243,100013,932,1.64884922620008,0,0,0,OTFS,0.0987264243867857,,0.0898335762577667,0.0863222866084323,0.222408591035528,0.200450986089687,0.0,0.0,8.53111111111111,8.35888888888889,,,OTFS,OTFS,0,keep OTFS: already best by ACS,,0,,0.140625,0.269791666666667,1,0.0,0.0,5,13.6238,10.2832,,1,0,0.180485738038003,900000.0,2,0.140625,0.180485738038003,0.136458333333333,0.152849754391299,0,0.0,OTFS,0.136458333333333,0.180485738038003,0.0,0.0041666666666666,0.0305343511450383,1.0,0,,20260823.0,phase3,H_ai_adaptive_20260823.0,QPSK
14,2026-08-25 17:03:07,13,H,Pedestrian,9.0,4.0,16.6782047599076,4000000000,480000,EPA,0,7,4,0.5,MRC,OTFS,ai_adaptive,FULL,phase3,20260823,20260837,202608244,100014,924,1.29615378881789,0,0,0,OTFS,0.0987264243867858,,0.0898335762577667,0.0863222866084323,0.222408591035528,0.200450986089687,0.0,0.0,8.53111111111111,8.35888888888889,,,OTFS,OTFS,0,keep OTFS: already best by ACS,,0,,0.109895833333333,0.209375,1,0.0,0.0,5,29.4164,23.0315,,1,0,0.179081692038008,900000.0,2,0.109895833333333,0.179081692038008,0.11875,0.151401040719467,0,0.0,OTFS,0.109895833333333,0.179081692038008,0.0,0.0,0.0,1.0,0,,20260823.0,phase3,H_ai_adaptive_20260823.0,QPSK
15,2026-08-25 17:03:10,14,H,Pedestrian,9.0,4.0,16.6782047599076,4000000000,480000,EPA,0,7,4,0.5,MRC,OTFS,ai_adaptive,FULL,phase3,20260823,20260838,202608245,100015,975,1.97926882345334,0,0,0,OTFS,0.0987264243867857,,0.0898335762577667,0.0863222866084323,0.222408591035528,0.200450986089687,0.0,0.0,8.53111111111111,8.35888888888889,,,OTFS,OTFS,0,keep OTFS: already best by ACS,,0,,0.0984375,0.188541666666667,1,0.0,0.0,5,34.3253,30.1734,,1,0,0.177947849289601,900000.0,2,0.0984375,0.177947849289601,0.101041666666667,0.15624319711183,0,0.0,OTFS,0.0984375,0.177947849289601,0.0,0.0,0.0,1.0,0,,20260823.0,phase3,H_ai_adaptive_20260823.0,QPSK
16,2026-08-25 17:03:13,15,H,Pedestrian,9.0,4.0,16.6782047599076,4000000000,480000,EPA,0,7,4,0.5,MRC,OTFS,ai_adaptive,FULL,phase3,20260823,20260839,202608246,100016,957,2.09759885270974,0,0,0,OTFS,0.0987264243867858,,0.0898335762577667,0.0863222866084324,0.222408591035528,0.200450986089687,0.0,0.0,8.53111111111111,8.35888888888889,,,OTFS,OTFS,0,keep OTFS: already best by ACS,,0,,0.0302083333333333,0.059375,1,0.0,0.0,8,27.6363,23.3142,,1,0,0.232324742172498,900000.0,2,0.0302083333333333,0.232324742172498,0.0333333333333333,0.202501950513369,0,0.0,OTFS,0.0302083333333333,0.232324742172498,0.0,0.0,0.0,1.0,0,,20260823.0,phase3,H_ai_adaptive_20260823.0,QPSK
17,2026-08-25 17:03:16,16,H,Pedestrian,9.0,4.0,16.6782047599076,4000000000,480000,EPA,0,7,4,0.5,MRC,OTFS,ai_adaptive,FULL,phase3,20260823,20260840,202608247,100017,954,1.81133429703567,0,0,0,OTFS,0.0987264243867857,,0.0898335762577667,0.0863222866084324,0.222408591035528,0.200450986089687,0.0,0.0,8.53111111111111,8.3588888888889,,,OTFS,OTFS,0,keep OTFS: already best by ACS,,0,,0.2140625,0.373958333333333,1,0.0,0.0,4,30.8838,27.1168,,1,0,0.155214723007109,900000.0,2,0.2140625,0.155214723007109,0.21875,0.134402345987642,0,0.0,OTFS,0.2140625,0.155214723007109,0.0,0.0,0.0,1.0,0,,20260823.0,phase3,H_ai_adaptive_20260823.0,QPSK
18,2026-08-25 17:03:19,17,H,Pedestrian,9.0,4.0,16.6782047599076,4000000000,480000,EPA,0,7,4,0.5,MRC,OTFS,ai_adaptive,FULL,phase3,20260823,20260841,202608248,100018,969,1.68667317500678,0,0,0,OTFS,0.0987264243867854,,0.0898335762577667,0.0863222866084323,0.222408591035528,0.200450986089687,0.0,0.0,8.53111111111111,8.35888888888889,,,OTFS,OTFS,0,keep OTFS: already best by ACS,,0,,0.0890625,0.167708333333333,1,0.0,0.0,6,15.3311,11.9003,,1,0,0.197986125286874,900000.0,2,0.0890625,0.197986125286874,0.0927083333333333,0.166586952161686,0,0.0,OTFS,0.0890625,0.197986125286874,0.0,0.0,0.0,1.0,0,,20260823.0,phase3,H_ai_adaptive_20260823.0,QPSK
19,2026-08-25 17:03:23,0,H,Highway,90.0,8.0,667.128190396304,4000000000,480000,EVA,1,9,4,2.0,MRC,OTFS,ai_adaptive,FULL,phase3,20260823,20260842,202608249,100019,943,2.31436433230711,0,0,0,OTFS,0.050285660543915,,0.0352431737892935,0.0162435694942628,0.291545002357323,0.276884469335508,59886.3547758285,33901.4647405054,10.5877777777778,10.7477777777778,,,OTFS,OTFS,0,keep OTFS: already best by ACS,,0,,0.003125,0.00625,1,0.0,0.0,13,47.2365,39.4278,,1,0,0.3164888986714,900000.0,2,0.003125,0.3164888986714,0.0171875,0.228956739740361,0,0.0,OTFS,0.003125,0.3164888986714,0.0,0.0,0.0,1.0,0,,20260823.0,phase3,H_ai_adaptive_20260823.0,QPSK
